GaiaDR3,label,stability,Dist,X,Y,Z,VtRA,VtDE,VtRALSR,VtDELSR,RV,Simbad,Region,Group,Bstar,RAdeg,DEdeg,e_RAdeg,e_DEdeg,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,BP-RP,BP-G,G-RP,RV_DR3,e_RV,n_RV,o_RV,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000
5855892624824190336,23,100.0,105.063,50.4567,-91.113,-13.814,-19.52,-3.441,-2.972,0.1221,11.996,Simbad,"LCC",Musca-foreground,"HD107947",181.28788521857,-70.07075712449,0.0123,0.0123,9.5181,0.0144,-39.201,0.015,-6.91,0.017,1.16,462,139273.8699,157.788,882.666,12.827693,0.003017,52,32556.2,162.086,200.857,14.056959,0.006083,51,162087.0,410.524,394.83,11.723524,0.004674,2.333435,1.229266,1.104169,10.91,18.02,1,13,181.28839636184,-70.07072641289,0.23564,0.269339
5855952754369947392,22,100.0,109.724,54.0894,-94.439,-13.967,-19.4,-4.271,-2.917,-0.025,13.692,Simbad,"LCC","Acrux","* zet Crux",183.76400396062,-69.96352649181,0.0095,0.0101,9.1137,0.0118,-37.3,0.012,-8.211,0.013,1.157,425,82894.86838,134.637,615.691,13.391047,0.003271,46,17680.7,100.887,175.252,14.719794,0.006795,46,99295.6,326.354,304.257,12.255571,0.005198,2.464223,1.328747,1.135476,16.41,31.18,1,18,183.76448781715,-69.96348999671,0.190919,0.211918
5856059166484152320,22,90.4,110.279,55.2379,-94.646,-12.343,-19.38,-4.002,-2.959,0.7702,13.445,Simbad,"LCC","Acrux","* zet Crux",185.40853418476,-69.14392916422,0.0182,0.019,9.0679,0.023,-37.074,0.025,-7.656,0.028,1.22,446,24571.97075,42.4923,578.269,14.711267,0.003334,51,3179.93,28.8545,110.206,16.582499,0.010239,51,34406.8,199.107,172.806,13.406285,0.007332,3.176213,1.871232,1.304981,,,,,185.40899699955,-69.1438951369,0.398735,0.454747
5856118192189502208,22,99.9,107.038,51.1647,-93.075,-13.277,-18.99,-3.345,-2.431,0.1926,13.988,Simbad,"LCC","Acrux","* zet Crux",181.00943863859,-69.61571311849,0.0325,0.0301,9.3425,0.0371,-37.425,0.043,-6.592,0.04,1.332,393,13190.80737,8.72206,1512.35,15.386688,0.002847,39,1531.38,9.34679,163.84,17.375834,0.00719,40,19163.8,23.9471,800.256,14.041693,0.004016,3.334141,1.989145,1.344995,,,,,181.00991617664,-69.61568381927,0.691394,0.64422
5856198632657339520,22,100.0,107.192,51.6778,-93.084,-12.44,-19.46,-3.793,-2.917,0.0319,13.862,Simbad,"LCC","Acrux","* zet Crux",181.9071391336,-69.20424509418,0.0312,0.035,9.3291,0.0397,-38.288,0.042,-7.464,0.047,1.151,467,7838.73836,23.3757,335.337,15.951752,0.004251,48,760.268,17.4201,43.6431,18.136126,0.025034,50,11749.6,104.148,112.816,14.572837,0.010339,3.563289,2.184374,1.378915,,,,,181.9076184263,-69.20421192014,0.669868,0.747835
5856245430623577600,22,100.0,106.843,52.3051,-92.356,-12.243,-19.6,-4.364,-3.1,-0.166,13.699,Simbad,"LCC","Acrux","* zet Crux",183.28939321787,-69.19816960405,0.0769,0.0742,9.3595,0.0881,-38.697,0.092,-8.616,0.095,1.076,395,1908.2455,2.60986,731.168,17.48578,0.00313,43,112.301,5.28946,21.2312,20.21258,0.051215,43,3039.93,10.0897,301.289,16.040737,0.005222,4.171843,2.726799,1.445044,,,,,183.28987750393,-69.19813130885,1.499789,1.534624
5856254531639542144,22,100.0,105.221,51.9522,-90.768,-11.561,-19.59,-4.774,-3.121,-0.329,13.586,Simbad,"LCC","Acrux","* zet Crux",184.11613282809,-68.96560793671,0.1538,0.1437,9.5038,0.1871,-39.28,0.198,-9.57,0.185,1.003,367,724.96056,1.43598,504.854,18.536581,0.003495,26,29.7182,4.6419,6.40215,21.655987,0.169612,37,1244.85,5.48,227.162,17.010105,0.006093,4.645882,3.119406,1.526476,,,,,184.11661920936,-68.965565402,3.164193,2.95965
5856351499141796736,22,100.0,106.658,53.085,-91.9,-10.601,-19.02,-4.79,-2.576,-0.066,13.444,Simbad,"LCC","Acrux","* zet Crux",184.94741377367,-68.39637912427,0.0116,0.012,9.3757,0.014,-37.612,0.016,-9.475,0.018,1.204,400,62884.13702,41.6761,1508.88,13.691014,0.002848,46,11572.5,51.4688,224.845,15.179974,0.005577,46,79933.5,130.359,613.182,12.491074,0.004174,2.6889,1.488959,1.199941,,,,,184.94786779296,-68.39633701458,0.260702,0.28964
5856410391736766976,22,99.9,99.2851,51.2918,-84.374,-10.38,-19.43,-5.953,-3.155,-0.364,13.066,Simbad,"LCC","Acrux","* zet Crux",188.35304635842,-68.81544684233,0.0292,0.0309,10.072,0.0377,-41.286,0.04,-12.649,0.04,1.19,383,10103.35546,9.38548,1076.49,15.676203,0.002934,37,1023.5,10.4708,97.7477,17.813326,0.011453,39,14729.8,36.8642,399.568,14.327405,0.004655,3.485921,2.137123,1.348798,,,,,188.35355413009,-68.81539062389,0.636792,0.641873
5856435611786478464,22,54.8,119.104,61.7039,-101.19,-11.776,-19.12,-5.659,-2.862,0.0326,13.003,Simbad,"LCC","Acrux","* zet Crux",188.62657435603,-68.49457228653,0.0087,0.0099,8.396,0.0113,-33.868,0.011,-10.023,0.015,1.078,475,89009.36044,66.3194,1342.13,13.313778,0.002872,53,20655.5,73.6758,280.357,14.550952,0.004773,54,103534.0,186.66,554.664,12.210189,0.004256,2.340763,1.237174,1.103589,13.69,3.44,1,20,188.62698496936,-68.49452773971,0.18443,0.245309
5856485807039227264,22,100.0,104.148,54.161,-88.401,-9.9311,-18.78,-5.869,-2.54,-0.064,12.94,Simbad,"LCC","Acrux","* zet Crux",188.98771832878,-68.30033234742,0.1125,0.1144,9.6017,0.1415,-38.037,0.151,-11.887,0.16,8.174,455,22746.09322,54.8682,414.559,14.7951,0.003801,54,3939.43,13.1011,300.694,16.349958,0.004563,54,32579.4,65.2152,499.567,13.465539,0.00436,2.884419,1.554858,1.329561,14.15,6.35,2,11,188.98817555461,-68.30027951372,2.432932,2.55656
5856506049252350208,22,99.9,105.407,54.5274,-89.682,-9.7175,-19.53,-5.629,-3.263,0.065,12.982,Simbad,"LCC","Acrux","* zet Crux",188.497657807,-68.10606070999,0.3278,0.1305,9.4871,0.2354,-39.088,0.396,-11.265,0.189,1.105,241,818.45356,2.72442,300.414,18.404882,0.004545,0,,,,,,0,,,,,,,,,,,,,188.49812369495,-68.10601064263,6.397864,3.043854
5856545013160961408,22,100.0,103.339,54.8782,-87.032,-9.6334,-18.52,-6.244,-2.407,0.0932,12.685,Simbad,"LCC","Acrux","* zet Crux",190.98582982334,-68.21051320489,0.0206,0.0238,9.6769,0.0274,-37.798,0.027,-12.746,0.033,1.542,477,31983.97362,35.9921,888.639,14.425035,0.003014,11,5575.3,66.9307,83.2996,15.972871,0.013329,10,45294.8,248.481,182.287,13.107775,0.007054,2.865096,1.547835,1.317261,22.37,2.95,2,15,190.98628239154,-68.21045655675,0.428062,0.529746
5856567140866125440,22,99.9,104.58,55.4155,-88.206,-9.2606,-18.58,-5.874,-2.455,0.4276,12.684,Simbad,"LCC","Acrux","* zet Crux",190.75677383761,-67.93904727023,0.0107,0.0116,9.5621,0.0135,-37.479,0.014,-11.848,0.016,1.096,414,76301.91709,50.8363,1500.93,13.481029,0.002849,48,14883.9,39.1735,379.949,14.906748,0.003994,47,94738.7,153.256,618.171,12.306578,0.004168,2.60017,1.425719,1.174451,,,,,190.75721733406,-67.93899461171,0.227959,0.2567
5856965846936162816,23,96.9,97.0998,52.9784,-80.762,-9.9573,-19.23,-7.639,-3.332,-0.625,10.386,Simbad,"LCC",Musca-foreground,"HD107947",193.77151306432,-68.75523175293,0.2534,0.2402,10.2987,0.3351,-41.773,0.355,-16.595,0.335,14.448,423,18402.05411,58.6928,313.532,15.025201,0.004425,48,3632.59,37.8621,95.9429,16.438,0.011655,47,27567.6,45.7088,603.113,13.6469,0.004186,2.7911,1.412799,1.378301,,,,,193.7720254329,-68.75515799491,5.705802,5.322928
5857041236534485504,22,100.0,103.512,56.9459,-85.858,-10.01,-18.49,-7.667,-2.664,-0.425,12.273,Simbad,"LCC","Acrux","* zet Crux",194.54400543746,-68.41301943839,0.0108,0.0118,9.6607,0.0143,-37.691,0.014,-15.624,0.017,1.238,439,69987.89591,37.9462,1844.4,13.574809,0.002818,48,11941.4,28.138,424.388,15.145903,0.003786,50,91015.1,120.653,754.356,12.350112,0.004044,2.795791,1.571094,1.224697,,,,,194.54446074982,-68.41294999778,0.230931,0.274001
5857065971210881408,22,99.7,105.775,58.4316,-87.633,-9.7228,-19.0,-7.733,-3.196,-0.378,12.193,Simbad,"LCC","Acrux","* zet Crux",194.89842630521,-68.13371278972,0.0239,0.0276,9.454,0.034,-37.884,0.03,-15.422,0.038,2.794,461,112050.52391,96.6808,1158.97,13.063832,0.00291,51,18355.1,60.606,302.86,14.679148,0.004543,52,147275.0,238.186,618.318,11.827574,0.004167,2.851574,1.615315,1.236259,,,,,194.89887838112,-68.13364424583,0.486862,0.60939
5857261551179958016,22,100.0,101.201,55.6308,-84.06,-8.9884,-18.48,-7.479,-2.629,-0.247,12.238,Simbad,"LCC","Acrux","* zet Crux",194.35866168199,-67.9607724139,0.0173,0.0174,9.8813,0.0221,-38.513,0.021,-15.589,0.026,0.769,422,3.667667739839E7,11494.3,3190.86,6.776392,0.002776,47,2.6292E7,19795.5,1328.18,6.788982,0.002907,44,1.61696E7,9070.26,1782.71,6.726146,0.003828,0.062836,0.01259,0.050246,8.79,0.69,1,17,194.35911783646,-67.96070312895,0.336381,0.410782
5857263986382224128,22,100.0,101.285,55.9244,-83.983,-8.8313,-18.47,-7.551,-2.659,-0.203,12.172,Simbad,"LCC","Acrux","* zet Crux",194.78367212745,-67.86296891359,0.0096,0.0113,9.8731,0.0133,-38.465,0.012,-15.728,0.016,1.125,402,90474.20273,109.307,827.706,13.296055,0.003052,44,17845.6,107.521,165.974,14.709716,0.007112,44,112310.0,291.807,384.876,12.121853,0.004716,2.587863,1.413661,1.174202,,,,,194.78412580645,-67.86289901281,0.201481,0.255637
5857276669466270592,22,98.9,111.396,61.4042,-92.448,-9.5934,-18.62,-7.441,-2.797,-0.135,12.187,Simbad,"LCC","Acrux","* zet Crux",194.60106657353,-67.80324727983,0.0127,0.0127,8.977,0.0155,-35.266,0.015,-14.091,0.017,1.044,432,52257.46137,36.3101,1439.2,13.891996,0.002857,46,10488.3,46.5014,225.548,15.286779,0.005564,46,65181.4,110.193,591.52,12.712585,0.004202,2.574194,1.394783,1.179411,21.62,10.84,2,15,194.60148146167,-67.80318465283,0.251799,0.281201
5857292715465278976,22,100.0,102.926,55.8752,-85.944,-9.2436,-18.61,-7.05,-2.664,-0.143,12.4,Simbad,"LCC","Acrux","* zet Crux",193.11859397415,-68.02411279852,0.0103,0.0106,9.7157,0.0131,-38.15,0.012,-14.449,0.015,1.008,459,148839.32998,109.771,1355.9,12.755572,0.002869,51,35870.8,116.932,306.767,13.951691,0.004507,51,170781.0,312.706,546.138,11.666798,0.00427,2.284893,1.196118,1.088775,13.24,19.47,1,17,193.11904706783,-68.02404858169,0.199802,0.235607
5857377206021342848,22,52.3,110.302,61.0644,-91.414,-9.004,-19.49,-8.367,-3.7,-0.944,12.106,Simbad,"LCC","Acrux","* zet Crux",194.97553403529,-67.54072300104,0.1376,0.1448,9.066,0.1802,-37.279,0.162,-16.002,0.199,1.067,386,780.21719,1.65073,472.649,18.456827,0.003587,33,64.9676,6.90204,9.41282,20.806799,0.11538,41,1313.53,7.35872,178.5,16.951797,0.007161,3.855001,2.349972,1.50503,,,,,194.97596773603,-67.54065187922,2.622545,3.226578
5857778660909065344,22,3.3,104.197,59.503,-85.192,-7.6622,-19.84,-9.982,-4.341,-1.763,11.65,Simbad,"LCC","Acrux","* zet Crux",197.97405300284,-67.00936467466,0.1085,0.1198,9.5972,0.1479,-40.176,0.139,-20.21,0.165,3.498,460,7980.80094,12.3521,646.106,15.932251,0.003227,52,674.046,6.83092,98.6757,18.266819,0.011351,51,13415.9,18.9196,709.096,14.42885,0.004078,3.837969,2.334568,1.503401,,,,,197.97451016783,-67.00927485327,2.272874,2.674028
5857782032513889536,21,10.5,125.793,71.5668,-103.05,-9.0813,-17.84,-8.822,-2.296,-0.699,12.286,Simbad,"LCC","sigma Cen","* sig Cen",197.56831632184,-66.94409723363,0.009,0.0102,7.9496,0.0126,-29.92,0.012,-14.794,0.014,1.047,462,97416.06631,149.067,653.505,13.215791,0.003217,56,22920.5,170.133,134.721,14.43798,0.008528,55,113911.0,408.52,278.839,12.106478,0.005426,2.331502,1.222189,1.109313,24.7,31.43,1,14,197.56865587618,-66.9440314838,0.189563,0.229428
5858152189941308544,22,100.0,109.366,58.7985,-91.856,-8.1267,-18.68,-6.824,-2.65,-0.113,12.425,Simbad,"LCC","Acrux","* zet Crux",192.06903493636,-67.13127025047,0.0168,0.0176,9.1436,0.0208,-36.034,0.02,-13.163,0.026,0.948,464,1.745999307313E7,6274.73,2782.59,7.582257,0.002783,49,1.18668E7,9250.47,1282.83,7.65271,0.002916,44,8497160.0,5074.58,1674.45,7.424711,0.003835,0.227999,0.070454,0.157546,12.78,0.64,1,27,192.06944703389,-67.13121174762,0.327772,0.409865
5858152189973114880,22,97.9,109.79,59.0327,-92.209,-8.1591,-19.09,-7.562,-3.056,-0.848,12.424,Simbad,"LCC","Acrux","* zet Crux",192.07852596355,-67.13178615925,0.0152,0.0169,9.1083,0.0198,-36.673,0.018,-14.529,0.026,0.787,448,6660097.1823,1683.47,3956.17,8.628666,0.002769,41,3923760.0,2042.28,1921.27,8.854286,0.002847,39,3984950.0,1203.57,3310.95,8.246838,0.003794,0.607449,0.22562,0.381828,13.13,0.38,1,15,192.07894538602,-67.13172158478,0.300303,0.413269
5858220149181921536,22,12.5,101.85,56.1493,-84.678,-7.0976,-16.65,-6.875,-0.805,0.462,12.086,Simbad,"LCC","Acrux","* zet Crux",194.42401611681,-66.86027451777,0.2027,0.2029,9.8184,0.2623,-34.477,0.249,-14.239,0.271,18.004,459,137584.28213,132.018,1042.16,12.840945,0.002946,51,25970.5,76.6192,338.956,14.302341,0.004248,52,178435.0,201.436,885.814,11.619198,0.003973,2.683143,1.461395,1.221747,,,,,194.42440603809,-66.86021123081,4.050824,4.334673
5858333197069833344,22,99.0,102.597,57.7325,-84.633,-5.5161,-17.95,-8.644,-2.267,-0.784,11.72,Simbad,"LCC","Acrux","* zet Crux",196.2089833124,-65.91815788239,0.0357,0.0358,9.7469,0.0457,-36.899,0.044,-17.772,0.051,1.017,463,6211.04798,6.601,940.926,16.204454,0.002987,48,569.121,7.01079,81.1779,18.450531,0.013663,49,9608.04,18.0797,531.428,14.791308,0.004296,3.659223,2.246077,1.413146,,,,,196.20938522106,-65.91807889406,0.716126,0.817306
5858525783431826048,22,100.0,101.632,57.2201,-83.836,-5.1529,-18.22,-8.155,-2.541,-0.28,11.693,Simbad,"LCC","Acrux","* zet Crux",196.22206874766,-65.74186530854,0.02,0.0212,9.8394,0.0278,-37.816,0.025,-16.927,0.032,1.026,481,14136.35172,11.2383,1257.88,15.311523,0.002887,55,1556.57,9.12616,170.561,17.358124,0.00695,52,20611.3,41.5792,495.711,13.962633,0.004368,3.395491,2.0466,1.34889,,,,,196.22247783452,-65.74179007591,0.405611,0.50788
5858719434929192320,22,99.9,100.491,57.281,-82.426,-4.8223,-18.01,-8.344,-2.439,-0.171,11.51,Simbad,"LCC","Acrux","* zet Crux",197.36538337825,-65.55700812772,0.0195,0.0232,9.9512,0.029,-37.796,0.026,-17.517,0.033,1.237,476,23587.92541,15.9067,1482.89,14.755643,0.002851,51,2566.73,9.69798,264.666,16.815092,0.004961,50,34196.1,52.9095,646.313,13.412955,0.004136,3.402137,2.059449,1.342688,,,,,197.36578934352,-65.55693027578,0.41658,0.522084
5858793342718419328,21,11.4,131.545,76.7474,-106.69,-5.4966,-17.57,-8.94,-2.228,-0.211,11.795,Simbad,"LCC","sigma Cen","* sig Cen",199.51274599157,-65.12196479218,0.0649,0.074,7.602,0.0938,-28.172,0.077,-14.337,0.101,0.997,425,1957.50976,2.23938,874.129,17.458107,0.003022,43,113.64,4.88573,23.2597,20.19971,0.046762,39,3160.48,13.0156,242.822,15.998514,0.005855,4.201197,2.741604,1.459593,,,,,199.51304362042,-65.1219010715,1.25413,1.633146
5858888038144230272,32,1.6,190.4,112.013,-153.84,-6.1139,-16.61,-8.283,-1.336,0.636,6.9832,Simbad,Cham,"Centaurus-Far","HD121808",200.14292800736,-64.53489415599,0.0444,0.0783,5.2521,0.0731,-18.397,0.054,-9.177,0.114,0.983,313,3922.4047,7.0995,552.49,16.703485,0.003384,0,,,,,,0,,,,,,,,,,,,,200.14311817809,-64.53485336924,0.878944,1.811939
5858971635414736000,22,99.5,107.445,61.9808,-87.697,-3.449,-17.86,-9.168,-2.383,-0.707,11.237,Simbad,"LCC","Acrux","* zet Crux",198.27265178907,-64.61371527454,0.0151,0.0158,9.3071,0.0218,-35.058,0.02,-18.0,0.025,1.006,470,23304.51461,12.3813,1882.24,14.768766,0.002815,52,3468.93,10.4951,330.527,16.488052,0.00431,49,31272.3,31.7929,983.624,13.509996,0.003937,2.978056,1.719286,1.25877,15.77,3.41,2,13,198.27301522746,-64.61363527339,0.316956,0.394632
5859187277060333184,22,99.9,103.78,49.3292,-90.492,-12.167,-19.1,-3.391,-2.535,0.0969,14.008,Simbad,"LCC","Acrux","* zet Crux",180.65656672492,-69.19231925544,0.0325,0.033,9.6358,0.0408,-38.824,0.047,-6.893,0.04,0.733,281,8.401099074847E7,41186.8,2039.75,5.876527,0.002806,31,6.35546E7,68746.0,924.484,5.830676,0.003027,30,3.36102E7,44282.7,758.993,5.931717,0.004041,-0.101042,-0.045851,-0.055191,,,,,180.6570524708,-69.19228861704,0.760869,0.648708
5859345503663163776,22,100.0,107.069,52.5438,-92.695,-10.515,-19.65,-4.306,-3.162,0.1057,13.585,Simbad,"LCC","Acrux","* zet Crux",183.72736416585,-68.26724473458,0.0644,0.0624,9.3397,0.0748,-38.71,0.088,-8.483,0.082,0.96,380,3238.56522,4.41773,733.084,16.911486,0.003128,41,226.802,7.31717,30.9958,19.449427,0.035139,44,5070.71,17.296,293.173,15.485224,0.005291,3.964203,2.537941,1.426262,,,,,183.72782880615,-68.26720703001,1.424888,1.316791
5859373919170289024,22,99.6,95.5789,47.8199,-82.301,-8.6664,-19.36,-5.077,-2.946,-0.159,13.339,Simbad,"LCC","Acrux","* zet Crux",185.49498637037,-67.91525498603,0.0105,0.0118,10.4626,0.0134,-42.739,0.013,-11.205,0.017,1.21,427,83221.8262,72.9914,1140.16,13.386774,0.002915,47,15568.2,72.2407,215.504,14.857947,0.005759,46,104735.0,230.789,453.813,12.197665,0.004473,2.660282,1.471173,1.189109,13.72,2.39,1,17,185.49549158952,-67.91520518483,0.213134,0.273213
5859476753533138944,22,5.5,115.284,54.9257,-100.68,-11.751,-20.94,-4.82,-4.384,-1.102,13.903,Simbad,"LCC","Acrux","* zet Crux",181.16156588639,-68.32894650131,0.1358,0.1264,8.6742,0.1718,-38.314,0.17,-8.82,0.164,3.116,252,1.1415579245423E8,153956.0,741.482,5.543622,0.00312,30,1.01731E8,169429.0,600.438,5.319905,0.003325,28,5.84204E7,162132.0,360.326,5.331484,0.004834,-0.01158,-0.223717,0.212138,,,,,181.16202701853,-68.32890730204,2.690302,2.5992
5859592996863478272,22,99.9,101.13,48.3568,-88.371,-8.9121,-19.51,-3.859,-2.963,0.0908,13.788,Simbad,"LCC","Acrux","* zet Crux",181.72371774597,-67.55967278542,0.0208,0.0257,9.8883,0.0295,-40.688,0.03,-8.049,0.03,1.726,380,37613.72995,32.2538,1166.18,14.249001,0.002908,43,6441.29,34.6322,185.991,15.816111,0.00647,44,50255.3,96.5061,520.748,12.99494,0.004316,2.821171,1.56711,1.254061,19.56,3.37,2,12,181.72419148,-67.55963700913,0.477746,0.483844
5859687932830033024,22,100.0,108.104,53.1419,-93.748,-8.5848,-19.23,-4.366,-2.755,0.2596,13.457,Simbad,"LCC","Acrux","* zet Crux",184.12478720306,-67.19663948996,0.0294,0.0353,9.2504,0.0393,-37.519,0.038,-8.52,0.042,3.025,420,1291975.07855,1484.38,870.379,10.409231,0.003025,45,506140.0,1959.18,258.343,11.077866,0.005045,45,1127210.0,3654.52,308.444,9.617879,0.005165,1.459987,0.668634,0.791352,11.81,2.11,1,22,184.12521744816,-67.1966016239,0.612189,0.67595
5859741293495781504,22,100.0,111.158,55.5533,-95.987,-7.5122,-19.2,-5.383,-2.785,-0.299,13.21,Simbad,"LCC","Acrux","* zet Crux",185.63380715644,-66.58553011,0.0576,0.0576,8.9962,0.0687,-36.432,0.071,-10.215,0.076,1.098,382,2944.5747,3.04605,966.687,17.01481,0.002975,39,282.89,10.2952,27.4777,19.2095,0.039612,40,4610.69,18.5965,247.933,15.588482,0.005785,3.621017,2.194689,1.426329,,,,,185.63421462644,-66.58548470873,1.157929,1.233688
5859820114746274944,22,100.0,99.5172,50.2008,-85.553,-8.0152,-19.31,-5.386,-2.924,-0.202,13.191,Simbad,"LCC","Acrux","* zet Crux",186.29977141,-67.36249495097,0.0213,0.021,10.0485,0.0261,-40.924,0.026,-11.418,0.028,1.055,439,16136.52674,12.7625,1264.37,15.167842,0.002886,48,1998.63,11.185,178.687,17.086714,0.006686,49,22604.3,50.7994,444.973,13.862415,0.004499,3.224298,1.918872,1.305427,,,,,186.30024395855,-67.36244420538,0.418375,0.452745
5859834202240159232,22,99.8,108.017,54.3003,-92.973,-8.6641,-19.82,-5.325,-3.425,-0.216,13.226,Simbad,"LCC","Acrux","* zet Crux",186.00401153955,-67.33145867603,0.0475,0.0464,9.2578,0.0561,-38.71,0.059,-10.4,0.075,1.033,397,3526.49483,11.1306,316.83,16.819008,0.004397,43,381.395,9.97661,38.2289,18.885105,0.028538,43,5206.26,46.2052,112.677,15.456581,0.010351,3.428524,2.066097,1.362427,,,,,186.00445794116,-67.33141245513,0.951923,1.190433
5859866294238119040,22,100.0,103.816,53.3196,-88.782,-7.2541,-19.02,-5.912,-2.721,-0.246,12.928,Simbad,"LCC","Acrux","* zet Crux",187.93019493984,-66.80407585153,0.0104,0.011,9.6324,0.0141,-38.649,0.013,-12.012,0.015,1.121,439,69681.70323,38.9529,1788.87,13.57957,0.002821,49,13564.5,32.5953,416.15,15.007529,0.00382,51,86377.5,97.6569,884.5,12.406894,0.003974,2.600636,1.427959,1.172676,11.21,5.13,1,12,187.93063105383,-66.80402246461,0.208352,0.233172
5859897836485814016,22,100.0,101.373,53.1391,-86.032,-7.1528,-18.89,-6.201,-2.692,-0.073,12.701,Simbad,"LCC","Acrux","* zet Crux",189.73301164249,-66.88796797406,0.015,0.0166,9.8646,0.02,-39.3,0.018,-12.903,0.022,1.214,413,43180.65417,28.8617,1496.12,14.099144,0.002849,47,7080.65,21.2186,333.7,15.71336,0.004286,45,56448.7,72.3188,780.553,12.86876,0.004027,2.8446,1.614216,1.230384,15.19,3.5,2,16,189.73345661349,-66.88791062524,0.2972,0.350644
5860035206711187456,22,100.0,105.694,53.3551,-90.921,-7.6036,-19.13,-5.327,-2.757,-0.06,13.13,Simbad,"LCC","Acrux","* zet Crux",186.43325200203,-66.87098151317,0.0265,0.0275,9.4613,0.0322,-38.187,0.033,-10.632,0.04,1.065,406,12665.41003,10.3195,1227.33,15.430819,0.002894,47,1391.09,11.3321,122.757,17.480156,0.009274,48,18353.1,29.143,629.761,14.088622,0.004154,3.391534,2.049337,1.342196,13.3,4.24,2,10,186.43368407664,-66.87093425782,0.540511,0.634013
5860044105883909376,22,100.0,105.451,53.4541,-90.604,-7.3186,-18.88,-5.487,-2.522,-0.109,13.069,Simbad,"LCC","Acrux","* zet Crux",186.80712524862,-66.73892768031,0.0363,0.0379,9.4831,0.0462,-37.769,0.047,-10.976,0.05,3.954,454,100514.37682,177.161,567.362,13.181796,0.003355,51,21344.6,160.234,133.209,14.51532,0.008615,51,123370.0,487.268,253.186,12.019875,0.005716,2.495445,1.333524,1.161922,,,,,186.80755029574,-66.73887889931,0.763126,0.790961
5860069978769202176,22,100.0,110.117,56.355,-94.328,-7.2174,-18.98,-5.785,-2.662,-0.169,12.94,Simbad,"LCC","Acrux","* zet Crux",187.64826292242,-66.54570284394,0.0099,0.0126,9.0813,0.0138,-36.355,0.013,-11.082,0.016,1.177,449,100991.90356,69.3121,1457.06,13.17665,0.002854,54,18698.3,49.3037,379.247,14.659037,0.003998,55,127965.0,201.775,634.196,11.98017,0.004149,2.678866,1.482387,1.19648,12.24,9.04,1,13,187.6486688772,-66.54565359164,0.214421,0.264139
5860165876792901376,22,87.8,106.564,54.5413,-91.373,-5.674,-18.57,-4.555,-2.264,1.1477,12.859,Simbad,"LCC","Acrux","* zet Crux",187.73366754015,-65.84031856545,0.0346,0.0537,9.384,0.0521,-36.77,0.046,-9.016,0.058,0.971,372,62731.58174,78.9375,794.699,13.693651,0.003075,0,,,,,,0,,,,,,,,,4.95,5.88,2,14,187.73406683021,-65.84027849288,0.73665,0.93754
5860165876807095296,22,100.0,104.344,53.4053,-89.468,-5.5554,-18.87,-6.122,-2.562,-0.42,12.859,Simbad,"LCC","Acrux","* zet Crux",187.73462001056,-65.8401356894,0.0247,0.0306,9.5837,0.0358,-38.155,0.033,-12.377,0.038,2.004,454,133000.39939,207.343,641.452,12.877734,0.003234,48,26065.9,484.779,53.7686,14.298362,0.020385,48,200642.0,3168.99,63.3142,11.491841,0.01756,2.80652,1.420628,1.385893,10.16,3.77,2,12,187.73503433299,-65.84008067943,0.53084,0.603288
5860192986637545728,22,100.0,107.075,55.4925,-91.382,-5.9133,-18.71,-6.292,-2.46,-0.332,12.732,Simbad,"LCC","Acrux","* zet Crux",188.7760703878,-65.98481169543,0.0302,0.0301,9.3393,0.0395,-36.865,0.037,-12.396,0.04,1.04,470,6906.96765,4.80342,1437.93,16.089148,0.002857,50,697.153,7.28292,95.7243,18.230223,0.01168,49,10123.7,17.7355,570.814,14.73455,0.004231,3.495672,2.141075,1.354597,,,,,188.77647297023,-65.98475659958,0.5987,0.637449
5860258884264509568,22,100.0,109.03,56.4189,-93.134,-5.5262,-18.81,-6.195,-2.556,-0.24,12.719,Simbad,"LCC","Acrux","* zet Crux",188.66642184134,-65.72087557844,0.0282,0.0306,9.1718,0.0376,-36.402,0.036,-11.985,0.041,1.017,523,6549.86077,8.24525,794.38,16.146788,0.003076,54,709.666,8.75854,81.0256,18.210907,0.013687,56,9691.77,32.895,294.627,14.781888,0.005279,3.429019,2.064119,1.3649,,,,,188.66681530281,-65.72082231103,0.581485,0.663537
5860288472359403136,22,99.9,113.587,59.7504,-96.476,-4.9287,-19.17,-6.7,-3.003,-0.347,12.482,Simbad,"LCC","Acrux","* zet Crux",190.07986094189,-65.3335994499,0.0214,0.0253,8.8038,0.0302,-35.61,0.031,-12.442,0.035,1.042,425,12876.76228,8.9457,1439.44,15.41285,0.002857,48,1608.21,7.19901,223.393,17.322687,0.005604,45,17988.4,28.2219,637.393,14.110415,0.004146,3.212273,1.909837,1.302436,,,,,190.08024016916,-65.33354414967,0.502506,0.564761
