GaiaDR3,label,stability,Dist,X,Y,Z,VtRA,VtDE,VtRALSR,VtDELSR,RV,Simbad,Region,Group,Bstar,RAdeg,DEdeg,e_RAdeg,e_DEdeg,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,BP-RP,BP-G,G-RP,RV_DR3,e_RV,n_RV,o_RV,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000
3459372646830687104,21,13.3,64.6731,24.0949,-54.656,24.7942,-19.63,-7.259,-3.095,-0.911,11.532,Simbad,"LCC","sigma Cen","* sig Cen",181.88907901539,-39.54844318931,0.079,0.0646,15.4624,0.1163,-64.04,0.087,-23.678,0.072,1.068,534,2087.94172,3.50044,596.479,17.388071,0.003302,58,119.817,7.82895,15.3044,20.142246,0.070998,61,3553.34,14.053,252.852,15.871304,0.00572,4.270943,2.754175,1.516768,,,,,181.88944813535,-39.54833795144,1.429494,1.163172
3459442092158725760,21,25.5,124.95,45.8469,-105.65,48.4526,-17.97,-7.174,-1.419,-0.865,11.562,Simbad,"LCC","sigma Cen","* sig Cen",181.56496258595,-39.22291893894,0.0482,0.0377,8.0032,0.0749,-30.331,0.052,-12.111,0.042,0.991,574,2978.52749,2.24893,1324.42,17.002363,0.002875,59,332.901,7.30527,45.57,19.032755,0.023988,55,4260.31,9.19319,463.419,15.674294,0.004447,3.358461,2.030392,1.32807,,,,,181.56513659454,-39.22286511266,0.857803,0.680672
3459492631038236416,21,9.8,65.6421,24.3025,-55.277,25.743,-19.78,-7.615,-3.246,-1.223,11.433,Simbad,"LCC","sigma Cen","* sig Cen",181.95110817397,-39.00135447856,0.6168,0.5061,15.2341,0.9558,-63.577,0.662,-24.471,0.688,1.055,433,111.71646,0.596045,187.43,20.567074,0.006415,28,28.7727,5.32349,5.40486,21.691092,0.200901,50,201.593,7.21911,27.9248,18.98671,0.039064,2.704382,1.124018,1.580364,,,,,181.95147177512,-39.0012457185,10.927693,11.105168
3459725624422311424,21,7.8,82.1535,29.181,-69.412,32.8575,-19.57,-7.27,-3.007,-1.013,11.57,Simbad,"LCC","sigma Cen","* sig Cen",180.99576463712,-38.36128317935,0.106,0.0901,12.1723,0.1779,-50.239,0.126,-18.668,0.097,0.939,574,1090.26652,1.48531,734.033,18.093534,0.003127,42,50.987,5.21029,9.78582,21.069895,0.110985,60,1918.02,9.74129,196.896,16.54076,0.006685,4.529135,2.97636,1.552774,,,,,180.99604939703,-38.36120021017,2.075782,1.555537
3460673098504625024,21,3.6,123.401,41.9837,-104.06,51.3561,-18.74,-8.151,-2.17,-1.942,11.56,Simbad,"LCC","sigma Cen","* sig Cen",180.32366960311,-37.20920425231,0.0326,0.0271,8.1037,0.0475,-32.037,0.05,-13.934,0.035,0.977,387,7096.17841,7.61138,932.311,16.059805,0.002991,45,862.996,11.1197,77.6099,17.99852,0.014265,44,10068.3,27.3209,368.522,14.7405,0.004792,3.258019,1.938715,1.319304,,,,,180.32384838573,-37.20914232336,0.795608,0.552885
3462717606017381120,21,2.9,122.811,44.4319,-100.16,55.4724,-17.97,-8.284,-1.463,-1.515,10.573,Simbad,"LCC","sigma Cen","* sig Cen",183.00020515138,-35.32880415362,0.0385,0.0257,8.1426,0.054,-30.869,0.059,-14.229,0.033,1.095,458,6523.49228,4.62839,1409.45,16.151167,0.002861,51,850.645,8.20676,103.652,18.014172,0.01084,54,9018.85,16.7133,539.62,14.860017,0.004282,3.154155,1.863005,1.29115,,,,,183.00037331356,-35.32874091431,0.950016,0.52089
3462775399097286272,21,2.2,127.779,45.9677,-103.53,59.1271,-18.27,-8.33,-1.762,-1.502,10.41,Simbad,"LCC","sigma Cen","* sig Cen",183.16701712839,-34.63056998584,0.021,0.0145,7.826,0.0288,-30.154,0.031,-13.752,0.019,1.134,459,18346.9481,31.8801,575.498,15.028458,0.003339,50,2968.97,32.2794,91.977,16.657028,0.01213,51,24119.4,107.314,224.756,13.791979,0.006133,2.865049,1.628571,1.236479,,,,,183.16718000391,-34.63050886533,0.498018,0.29643
3463395523652894336,21,7.2,76.488,23.1637,-66.085,30.7675,-19.22,-6.646,-2.622,-1.022,12.399,Simbad,"LCC","sigma Cen","* sig Cen",177.10063121124,-37.48039098518,0.0105,0.0083,13.0739,0.0139,-53.007,0.014,-18.33,0.01,1.043,400,1098873.30761,2430.37,452.143,10.584998,0.003655,46,393792.0,3426.04,114.941,11.350376,0.00985,45,1017830.0,5887.13,172.891,9.728705,0.007329,1.621671,0.765378,0.856293,,,,,177.10092808621,-37.48030951959,0.234117,0.155655
3465989374664029184,21,11.0,62.575,20.0882,-51.305,29.6631,-19.65,-6.938,-3.084,-0.459,10.87,Simbad,"LCC","sigma Cen","* sig Cen",180.65794581549,-33.4779542266,0.0188,0.0145,15.9808,0.0285,-66.238,0.028,-23.388,0.017,1.193,389,47253.54159,47.4612,995.625,14.001281,0.002963,46,5725.55,26.4301,216.63,15.943998,0.005736,46,66624.6,137.472,484.642,12.688808,0.004393,3.25519,1.942718,1.312472,6.03,1.85,2,22,180.65829876285,-33.47785028038,0.4465,0.276411
3466308095597260032,21,11.8,56.8189,18.8623,-45.881,27.7047,-19.83,-7.157,-3.29,-0.453,10.432,Simbad,"LCC","sigma Cen","* sig Cen",181.86367912355,-32.78351891317,0.0599,0.0439,17.5998,0.0891,-73.619,0.089,-26.573,0.05,4.327,586,494209.12584,253.891,1946.54,11.45259,0.002811,69,96215.0,142.865,673.469,12.880436,0.003222,69,618257.0,487.514,1268.18,10.269973,0.003875,2.610463,1.427846,1.182617,8.17,0.61,1,35,181.86406830729,-32.78340081188,1.41769,0.780514
3468438639892079360,21,3.5,64.3537,25.5077,-49.977,31.5131,-19.23,-8.943,-2.868,-1.497,9.2287,Simbad,"LCC","sigma Cen","* sig Cen",186.71365504262,-33.2703551841,0.0834,0.0479,15.5391,0.1008,-63.039,0.117,-29.314,0.082,0.877,490,22699.69916,34.6143,655.79,14.797317,0.003214,57,3839.21,33.4776,114.68,16.377935,0.00987,62,57379.0,117.111,489.955,12.851014,0.004381,3.526921,1.580619,1.946302,,,,,186.71399014133,-33.27022490049,1.872517,1.332574
4035638446353675264,31,86.7,143.913,141.28,-20.244,-18.471,-4.654,-20.26,-5.247,-4.224,-3.816,Simbad,"CrA","Scorpio-Sting","HD157864",269.1055087268,-39.68620896172,0.0746,0.0663,6.9486,0.0909,-6.821,0.09,-29.703,0.064,3.011,341,16322.99059,29.9644,544.746,15.155368,0.003401,37,2066.64,19.8952,103.876,17.05038,0.010818,36,23304.9,72.387,321.948,13.829279,0.005065,3.221102,1.895013,1.326089,,,,,269.10554812231,-39.68607694818,1.466064,1.077349
4035714175214743168,31,3.7,141.358,138.842,-17.811,-19.691,-3.451,-17.99,-4.404,-2.026,-4.04,Simbad,"CrA","Scorpio-Sting","HD157864",270.34829633611,-39.261442548,0.0528,0.0484,7.0742,0.0679,-5.151,0.061,-26.851,0.046,1.906,295,15009.69232,10.8292,1386.04,15.246437,0.002865,33,2923.73,13.5175,216.293,16.673698,0.005743,33,19110.9,34.7481,549.983,14.044695,0.004264,2.629004,1.427261,1.201742,,,,,270.34832590153,-39.26132320876,0.992273,0.769697
4035855217571358208,31,44.1,143.435,140.709,-16.723,-22.241,-3.91,-19.59,-5.256,-3.645,-4.127,Simbad,"CrA","Scorpio-Sting","HD157864",271.70891069097,-39.23027317578,0.169,0.1414,6.9718,0.2025,-5.751,0.264,-28.811,0.197,1.032,279,740.23152,1.66377,444.913,18.513948,0.003681,19,26.4343,4.83333,5.46917,21.783123,0.198539,30,1238.42,7.65477,161.784,17.015724,0.007702,4.767399,3.269175,1.498224,,,,,271.70894368714,-39.2301451247,4.215394,3.227536
4036140235985529216,31,76.3,144.252,141.786,-17.616,-19.875,-4.194,-20.06,-5.158,-4.127,-4.127,Simbad,"CrA","Scorpio-Sting","HD157864",270.38850564959,-39.0211381034,0.0207,0.0195,6.9323,0.0219,-6.133,0.025,-29.333,0.019,0.712,285,500413.58042,631.968,791.833,11.439044,0.003078,32,210614.0,882.999,238.521,12.029826,0.005339,31,413723.0,1349.81,306.504,10.706122,0.00518,1.323704,0.590782,0.732922,-5.58,2.49,1,9,270.38854073302,-39.02100773284,0.406946,0.318285
4036264686959919488,30,51.3,139.177,137.058,-13.807,-19.868,-2.971,-19.51,-4.26,-3.743,-3.349,Simbad,"CrA","CrA-North","HD172910",271.5127856383,-38.00033647563,0.0587,0.0498,7.1851,0.0656,-4.502,0.076,-29.569,0.054,1.039,302,4213.43737,6.76661,622.681,16.625776,0.003261,21,514.803,8.46832,60.7916,18.559439,0.018077,35,6744.82,74.0712,91.0586,15.175469,0.012508,3.383969,1.933662,1.450307,,,,,271.51281103244,-38.00020505692,1.226383,0.890424
4036266404946684288,30,65.9,146.752,144.523,-14.117,-21.209,-3.016,-20.14,-4.368,-4.396,-3.389,Simbad,"CrA","CrA-North","HD172910",271.73008738473,-37.89724785986,0.0766,0.0656,6.8142,0.0914,-4.335,0.087,-28.955,0.067,4.634,315,42984.5484,30.2089,1422.91,14.104086,0.002859,36,7272.64,23.4795,309.744,15.684312,0.00448,33,57879.3,59.0846,979.602,12.841586,0.003939,2.842726,1.580226,1.2625,,,,,271.73011180027,-37.89711917264,1.408295,1.113613
4036266404946692992,30,34.8,145.108,142.906,-13.953,-20.967,-2.208,-20.12,-3.56,-4.374,-3.39,Simbad,"CrA","CrA-North","HD172910",271.72920312223,-37.89424583709,0.0238,0.0198,6.8914,0.0275,-3.21,0.028,-29.251,0.021,1.063,302,26553.55591,15.462,1717.34,14.62706,0.002827,33,4738.04,27.3985,172.931,16.149544,0.006871,34,34122.9,45.0783,756.97,13.415279,0.004042,2.734264,1.522484,1.211781,,,,,271.72922120055,-37.89411583422,0.4567,0.34732
4036279422901945088,30,69.5,150.201,148.006,-13.847,-21.508,-3.065,-19.62,-4.432,-3.909,-3.472,Simbad,"CrA","CrA-North","HD172910",271.7823472097,-37.65640510563,0.0407,0.0365,6.6578,0.0498,-4.305,0.048,-27.554,0.036,1.111,295,9189.50633,7.98407,1150.98,15.779137,0.002912,29,1167.91,9.0862,128.537,17.67002,0.008896,33,12874.4,20.9872,613.439,14.473579,0.004173,3.19644,1.890882,1.305557,,,,,271.78237137512,-37.65628264555,0.772201,0.593622
4036401674850523008,31,62.1,134.87,132.539,-18.44,-16.828,-4.404,-19.84,-4.972,-3.842,-3.917,Simbad,"CrA","Scorpio-Sting","HD157864",269.01979301599,-39.38302414828,0.021,0.0189,7.4146,0.0248,-6.888,0.024,-31.028,0.018,1.101,319,42968.93023,57.9861,741.022,14.104481,0.003121,37,8186.93,60.3506,135.656,15.555739,0.008476,37,53966.8,168.653,319.987,12.917579,0.005079,2.638161,1.451259,1.186902,-2.23,3.29,2,12,269.01983262162,-39.38288624397,0.391221,0.30738
4036442258090761600,31,24.7,154.847,152.2,-22.204,-17.884,-4.773,-19.86,-5.097,-3.848,-3.841,Simbad,"CrA","Scorpio-Sting","HD157864",268.17583727002,-39.44519237391,0.0414,0.0355,6.458,0.0535,-6.502,0.049,-27.052,0.034,1.024,340,8377.55105,7.01157,1194.82,15.879574,0.002901,36,992.454,7.50111,132.308,17.846766,0.008668,35,11990.9,27.987,428.444,14.550769,0.00455,3.295997,1.967192,1.328805,,,,,268.17587469153,-39.44507214273,0.785246,0.575826
4036660957736702208,31,45.9,152.894,150.542,-21.075,-16.418,-4.873,-19.78,-5.107,-3.843,-4.001,Simbad,"CrA","Scorpio-Sting","HD157864",267.86609127201,-38.92650911342,0.1519,0.1211,6.5405,0.1677,-6.723,0.169,-27.287,0.115,1.048,374,977.90107,2.17235,450.157,18.21163,0.003662,9,127.234,18.3583,6.93058,20.077036,0.156684,9,1630.53,16.7167,97.5389,16.717075,0.011755,3.359961,1.865406,1.494555,,,,,267.86612968063,-38.92638783741,2.737159,1.927649
4036838249686315520,8,7.0,127.366,125.765,-14.365,-14.106,-1.08,-18.87,-1.642,-3.112,-1.222,Simbad,"US","Scorpio-Body","HD150638",268.99809420902,-37.77054365434,0.0341,0.0296,7.8514,0.0396,-1.789,0.043,-31.249,0.029,0.952,323,11029.1737,10.9017,1011.7,15.58101,0.002957,35,1167.89,8.09522,144.269,17.670036,0.008026,36,16070.1,38.4469,417.982,14.232848,0.004586,3.437188,2.089026,1.348162,,,,,268.99810426669,-37.77040476986,0.701271,0.492423
4036945490831946368,30,44.8,150.897,148.752,-16.857,-18.933,-3.443,-19.37,-4.285,-3.569,-3.262,Simbad,"CrA","CrA-North","HD172910",269.96897026325,-38.14242556642,0.0331,0.0267,6.627,0.0389,-4.813,0.037,-27.084,0.027,1.681,326,38638.4582,89.9904,429.362,14.219817,0.00374,39,8128.06,87.9931,92.3716,15.563576,0.012081,39,48436.7,251.648,192.478,13.034958,0.00679,2.528618,1.343759,1.184859,-7.39,4.53,2,13,269.96899745916,-38.14230519299,0.608109,0.45037
4037017680651740160,31,3.4,118.689,117.174,-12.692,-14.008,-3.003,-20.24,-3.759,-4.502,-4.55,Simbad,"CrA","Scorpio-Sting","HD157864",269.66662942069,-37.68755955894,0.3686,0.3139,8.4254,0.1396,-5.338,0.36,-35.973,0.3,4.146,237,30617.17231,79.3945,385.633,14.472454,0.003939,0,,,,,,0,,,,,,,,,-11.2,6.73,2,7,269.666659401,-37.6873996794,6.076292,5.093327
4037022383526596096,30,57.9,140.587,138.729,-14.742,-17.368,-3.458,-19.74,-4.335,-3.999,-3.402,Simbad,"CrA","CrA-North","HD172910",270.08888661846,-37.74138816823,0.0154,0.0131,7.113,0.018,-5.189,0.016,-29.623,0.013,0.943,320,251668.40299,417.8,602.365,12.185295,0.003293,33,90605.3,601.11,150.73,12.945658,0.007725,34,232971.0,1017.9,228.874,11.329641,0.006065,1.616016,0.760363,0.855654,-3.57,1.05,1,11,270.0889157803,-37.74125651173,0.265362,0.212852
4037042174731715968,31,12.4,126.321,124.745,-13.2,-14.883,-4.1,-19.58,-4.877,-3.861,-4.599,Simbad,"CrA","Scorpio-Sting","HD157864",269.74036276759,-37.55892777432,0.1945,0.1595,7.9164,0.2284,-6.847,0.227,-32.695,0.161,1.79,319,41445.55286,170.266,243.417,14.143672,0.005243,0,,,,,,0,,,,,,,,,,,,,269.74040115497,-37.55878246221,3.655644,2.668852
4037497132033831040,30,32.3,157.057,154.286,-15.211,-25.127,-2.549,-20.19,-4.183,-4.392,-3.25,Simbad,"CrA","CrA-North","HD172910",272.70847400786,-38.35944146439,0.1529,0.1431,6.3671,0.1591,-3.424,0.171,-27.122,0.139,1.053,341,1186.03588,1.71671,690.875,18.002123,0.003172,38,135.605,5.95039,22.7893,20.00785,0.047724,34,1666.17,8.76259,190.146,16.693598,0.006847,3.314253,2.005728,1.308525,,,,,272.70849341363,-38.35932092243,2.801122,2.338411
4037541872762215424,30,65.7,153.914,151.342,-12.818,-24.915,-2.252,-19.29,-4.053,-3.593,-3.479,Simbad,"CrA","CrA-North","HD172910",273.28626277116,-37.71793022571,0.0256,0.0219,6.4971,0.0346,-3.087,0.029,-26.434,0.022,1.097,415,20838.28645,152.744,136.427,14.890212,0.008422,45,3877.64,99.6425,38.9155,16.367125,0.028039,45,27197.8,572.233,47.5293,13.661561,0.023154,2.705564,1.476912,1.228651,2.98,5.66,2,18,273.28628011413,-37.71781274193,0.464015,0.36817
4037541872762763904,30,66.3,154.963,152.374,-12.896,-25.086,-2.288,-19.48,-4.089,-3.789,-3.48,Simbad,"CrA","CrA-North","HD172910",273.28887616143,-37.71482550911,0.0282,0.0245,6.4531,0.0371,-3.115,0.032,-26.52,0.024,1.159,385,24148.21186,23.9659,1007.61,14.730154,0.002959,43,4214.54,24.9928,168.631,16.276667,0.007017,44,31101.4,76.7777,405.083,13.515947,0.004633,2.760719,1.546513,1.214207,,,,,273.28889366086,-37.71470764062,0.527672,0.410075
4037617116232319232,30,17.1,131.249,129.304,-10.431,-19.948,-2.434,-19.6,-4.087,-3.97,-3.629,Simbad,"CrA","CrA-North","HD172910",272.7752420358,-37.25293541688,0.0185,0.0161,7.6191,0.0224,-3.912,0.021,-31.504,0.016,1.078,399,43090.36352,82.3579,523.209,14.101417,0.003449,45,8643.59,80.4883,107.389,15.496807,0.010488,45,53555.8,254.612,210.343,12.925879,0.006397,2.570928,1.395391,1.175537,-12.78,6.08,2,14,272.77526387809,-37.25279539947,0.342508,0.274958
4037822866732172416,30,28.8,142.118,140.127,-10.94,-21.029,-3.384,-20.04,-4.988,-4.442,-3.707,Simbad,"CrA","CrA-North","HD172910",272.60187894743,-37.01558241447,0.0248,0.0206,7.0364,0.0324,-5.024,0.029,-29.745,0.022,1.69,387,177520.86742,99.0364,1792.48,12.564243,0.002821,45,51774.1,117.691,439.918,13.55326,0.003725,45,185737.0,272.941,680.503,11.575648,0.004102,1.977612,0.989017,0.988595,-6.08,36.95,1,18,272.60190690927,-37.01545021603,0.463965,0.357814
4037835231856994816,30,58.5,151.359,149.3,-13.31,-21.021,-3.107,-19.3,-4.436,-3.639,-3.584,Simbad,"CrA","CrA-North","HD172910",271.65171952748,-37.32032846232,0.0129,0.0123,6.6068,0.0166,-4.33,0.016,-26.896,0.013,0.849,343,292936.66992,424.656,689.822,12.020432,0.003173,37,107683.0,597.96,180.085,12.75817,0.006643,36,266790.0,987.631,270.131,11.182472,0.005517,1.575698,0.737738,0.83796,-2.97,1.16,1,15,271.65174372897,-37.32020892432,0.261542,0.210434
4037969170495945088,30,36.4,154.353,152.383,-9.2207,-22.788,-2.512,-18.63,-4.274,-3.184,-4.019,Simbad,"CrA","CrA-North","HD172910",273.15158584984,-36.12872714052,0.0502,0.0436,6.4787,0.0511,-3.434,0.055,-25.464,0.042,1.196,297,10220.27593,10.2702,995.136,15.663711,0.002963,32,1497.37,11.3183,132.297,17.400219,0.008668,31,14146.9,34.0852,415.044,14.371244,0.004596,3.028975,1.736508,1.292466,4.77,17.79,2,6,273.15160474361,-36.12861396679,0.898769,0.704564
4037973224945609728,30,2.8,140.894,139.071,-10.102,-20.209,-2.971,-17.35,-4.542,-1.811,-3.839,Simbad,"CrA","CrA-North","HD172910",272.48948686653,-36.62226220661,0.3713,0.3432,7.0975,0.419,-4.449,0.454,-25.974,0.342,1.057,410,241.95545,1.05262,229.859,19.72803,0.005468,3,14.8437,6.68469,2.22056,22.409685,0.488956,3,402.763,2.48026,162.387,18.235271,0.00768,4.174414,2.681656,1.492758,,,,,272.48951150252,-36.62214676549,7.39237,5.714324
4038090215470220160,30,84.6,141.567,139.333,-7.5685,-23.884,-1.698,-19.85,-3.905,-4.396,-3.957,Simbad,"CrA","CrA-North","HD172910",274.69885430777,-36.37455162398,0.0446,0.0399,7.0638,0.055,-2.53,0.05,-29.58,0.038,1.096,186,10579.3779,9.742,1085.96,15.626217,0.002931,23,1442.9,11.6572,123.778,17.440454,0.009205,22,14528.3,25.7822,563.499,14.34236,0.004242,3.098094,1.814238,1.283856,,,,,274.69886827405,-36.37442015539,0.798439,0.621587
4038485592980978176,30,30.6,158.877,156.922,-6.764,-23.909,-2.213,-19.05,-4.187,-3.742,-4.301,Simbad,"CrA","CrA-North","HD172910",273.88947910527,-35.33134390351,0.0219,0.0182,6.2942,0.0246,-2.938,0.027,-25.29,0.02,0.995,254,26068.01688,45.6997,570.419,14.647097,0.003349,29,4567.39,38.9585,117.238,16.189371,0.009672,27,33532.7,139.889,239.71,13.434223,0.005899,2.755148,1.542274,1.212873,,,,,273.88949511098,-35.33123150521,0.438249,0.319115
4038524595658266240,30,26.1,158.526,156.51,-4.7813,-24.745,-2.104,-18.75,-4.293,-3.537,-4.475,Simbad,"CrA","CrA-North","HD172910",274.6377582498,-34.84703184706,0.0332,0.0278,6.3081,0.0367,-2.8,0.041,-24.946,0.029,1.485,198,32223.03246,65.389,492.79,14.416951,0.003528,24,5946.48,52.5021,113.262,15.902893,0.009984,23,41407.9,212.462,194.896,13.205187,0.006732,2.697706,1.485942,1.211764,,,,,274.63777341132,-34.84692097589,0.659704,0.482938
4038832591978376832,30,38.4,139.309,137.915,-8.9936,-17.481,-2.946,-19.38,-4.26,-3.967,-4.112,Simbad,"CrA","CrA-North","HD172910",271.599557015,-35.76311191613,0.044,0.0382,7.1783,0.0546,-4.46,0.057,-29.347,0.038,1.059,354,7316.85173,5.14764,1421.4,16.026556,0.002859,33,966.135,14.4818,66.7136,17.875948,0.016512,36,10502.3,23.4471,447.915,14.694685,0.00449,3.181263,1.849392,1.331871,,,,,271.59958144527,-35.76298148393,0.924759,0.642471
4039372967587862016,30,51.7,151.641,150.127,-3.7136,-21.049,-2.217,-18.69,-4.148,-3.587,-4.716,Simbad,"CrA","CrA-North","HD172910",273.73984019758,-34.09682897434,0.0182,0.0146,6.5945,0.0202,-3.084,0.021,-26.001,0.015,1.046,243,73430.63452,143.455,511.874,13.522674,0.003477,27,17739.2,142.83,124.198,14.716208,0.009176,27,85833.9,384.085,223.476,12.413749,0.006155,2.30246,1.193535,1.108925,,,,,273.73985674895,-34.09671341645,0.335172,0.237926
4039500446614073600,30,10.6,146.753,145.537,-5.709,-17.967,-3.631,-18.47,-5.136,-3.292,-4.594,Simbad,"CrA","CrA-North","HD172910",272.26280320882,-34.38222839023,0.0334,0.0283,6.8142,0.0358,-5.219,0.04,-26.547,0.03,1.29,248,31791.98825,55.5329,572.489,14.431573,0.003345,27,4675.14,41.1762,113.54,16.164055,0.009961,28,43586.1,223.88,194.686,13.149525,0.006737,3.01453,1.732482,1.282048,,,,,272.26283131502,-34.38211040208,0.648783,0.500047
4040492854543470080,8,2.4,124.495,123.528,-9.5079,-12.218,1.1165,-19.59,0.408,-4.186,-1.938,Simbad,"US","Scorpio-Body","HD150638",269.50464197045,-35.58281108309,0.3967,0.3419,8.0325,0.4264,1.892,0.498,-33.198,0.336,1.174,288,330.37152,1.23599,267.294,19.38986,0.004908,9,65.8851,25.7556,2.55809,20.791574,0.424442,24,476.064,11.4987,41.4017,18.053734,0.026495,2.737841,1.401714,1.336126,,,,,269.50463163223,-35.58266353782,8.113821,5.609146
4040600988983479040,8,4.4,139.201,138.123,-13.07,-11.319,-1.234,-17.61,-1.465,-2.137,-1.76,Simbad,"US","Scorpio-Body","HD150638",267.85521505565,-35.96567438226,0.0961,0.0799,7.1839,0.1027,-1.87,0.113,-26.691,0.076,1.053,332,2962.33755,3.78699,782.241,17.00828,0.003085,35,369.007,28.0596,13.1508,18.920956,0.082607,38,4492.23,59.2001,75.8822,15.616739,0.014799,3.304216,1.912676,1.391541,,,,,267.85522532212,-35.96555575451,1.840587,1.274269
4040894661721819904,8,7.5,109.498,108.504,-12.854,-7.1731,-1.169,-18.32,-0.871,-2.735,-1.47,Simbad,"US","Scorpio-Body","HD150638",266.03012920816,-36.65545590161,0.0425,0.0323,9.1326,0.0468,-2.252,0.052,-35.296,0.029,0.926,433,9006.36623,7.74272,1163.2,15.800993,0.002909,49,1103.65,7.73867,142.615,17.731462,0.008108,49,12631.1,29.0015,435.532,14.494292,0.004527,3.23717,1.93047,1.306701,,,,,266.030141684,-36.65529903127,0.838402,0.487773
4040900777756487552,31,29.3,144.164,142.923,-16.236,-9.6342,-4.835,-19.65,-4.612,-4.099,-4.741,Simbad,"CrA","Scorpio-Sting","HD157864",266.28822541919,-36.4604029209,0.1147,0.0925,6.9365,0.1201,-7.075,0.138,-28.76,0.08,1.062,378,1886.70007,2.13098,885.367,17.49811,0.003016,41,131.594,6.11421,21.5226,20.040453,0.050523,38,3106.97,8.73913,355.524,16.017052,0.004859,4.023401,2.542343,1.481058,,,,,266.28826451448,-36.4602750986,2.23741,1.364452
4041495471820275200,31,6.0,135.185,134.419,-11.74,-8.2919,-5.045,-17.87,-4.999,-2.547,-5.28,Simbad,"CrA","Scorpio-Sting","HD157864",266.90201807228,-35.02503036893,0.2549,0.2161,7.3972,0.2332,-7.872,0.29,-27.885,0.186,1.153,302,776.21958,2.86668,270.773,18.462406,0.004865,23,157.041,18.7928,8.35645,19.848507,0.129958,24,1597.71,27.3051,58.5134,16.73915,0.018936,3.109358,1.386101,1.723257,,,,,266.90206079542,-35.02490643677,4.740007,3.155202
4041623844054614144,31,14.0,133.991,133.411,-8.2605,-9.3184,-3.947,-18.71,-4.303,-3.562,-5.724,Simbad,"CrA","Scorpio-Sting","HD157864",268.28826830479,-34.02146735089,0.0248,0.0198,7.4632,0.031,-6.214,0.029,-29.461,0.02,0.938,310,30714.20585,18.6155,1649.92,14.469019,0.002833,33,5608.95,20.8579,268.913,15.966338,0.004908,33,38920.3,75.908,512.729,13.272456,0.004332,2.693882,1.497319,1.196563,,,,,268.28830162487,-34.02133641118,0.471059,0.327239
4041784235315590016,8,20.7,123.041,122.519,-9.8875,-5.5136,-1.123,-18.0,-0.861,-2.819,-2.252,Simbad,"US","Scorpio-Body","HD150638",266.15406303528,-34.21103447763,0.2287,0.1895,8.1274,0.2816,-1.925,0.299,-30.866,0.176,2.069,356,2375.4216,10.3186,230.207,17.248014,0.005462,44,648.993,9.96894,65.1015,18.307941,0.016909,44,3744.24,16.4205,228.023,15.814487,0.006079,2.493454,1.059927,1.433527,,,,,266.15407338079,-34.21089729383,4.782253,2.973027
4041815085999204224,31,7.8,144.851,144.3,-10.531,-6.9707,-4.624,-19.13,-4.498,-3.993,-5.631,Simbad,"CrA","Scorpio-Sting","HD157864",266.62552381222,-33.93451542761,0.0941,0.0693,6.9036,0.1119,-6.734,0.113,-27.861,0.067,1.218,385,4059.98545,5.13457,790.716,16.666056,0.003079,41,562.251,8.33349,67.4689,18.463717,0.016332,40,6665.82,28.6596,232.586,15.188261,0.006006,3.275455,1.797661,1.477795,,,,,266.6255598833,-33.93439160005,1.797922,1.124345
4042476068643866496,8,3.0,127.81,127.205,-5.9233,-10.918,0.716,-18.35,-0.068,-3.255,-2.54,Simbad,"US","Scorpio-Body","HD150638",269.76608263717,-33.71866973629,0.0574,0.0442,7.8241,0.0705,1.182,0.063,-30.28,0.043,1.235,380,7195.90067,5.41735,1328.31,16.044655,0.002874,40,758.744,20.8019,36.4748,18.138304,0.029897,40,10650.3,20.4851,519.903,14.679492,0.004318,3.458812,2.093649,1.365163,,,,,269.76607632281,-33.71853516018,1.014742,0.721909
4043524762244704000,31,7.0,134.573,134.311,-5.3483,-6.4589,-4.264,-17.85,-4.472,-3.0,-6.269,Simbad,"CrA","Scorpio-Sting","HD157864",267.77849098721,-32.30780580379,0.0169,0.015,7.4309,0.0228,-6.683,0.022,-27.985,0.016,0.642,318,4561155.05015,5963.02,764.907,9.03968,0.003099,36,2402950.0,10494.7,228.967,9.386682,0.005502,36,3107330.0,10857.1,286.203,8.516927,0.005355,0.869755,0.347002,0.522753,-3.48,1.56,1,9,267.77852613246,-32.30768142436,0.362146,0.259352
4044324656915501184,30,6.9,147.06,145.033,-4.0546,-23.991,0.3035,-18.58,-2.036,-3.373,-4.462,Simbad,"CrA","CrA-North","HD172910",275.16309567851,-34.90028218647,0.0557,0.0526,6.7999,0.0585,0.435,0.067,-26.653,0.053,1.189,215,5466.97482,5.36054,1019.86,16.342999,0.002954,22,781.079,8.00893,97.526,18.106806,0.011477,21,7385.3,17.9531,411.367,15.076975,0.00461,3.029831,1.763807,1.266024,,,,,275.16309331895,-34.9001637308,1.083696,0.876564
